S.No,name,title,male,culture,dateOfBirth,mother,father,heir,house,spouse,book1,book2,book3,book4,book5,isAliveMother,isAliveFather,isAliveHeir,isAliveSpouse,isMarried,isNoble,age,numDeadRelations,popularity,isAlive
453,Denys Drumm,,1,Ironborn,,,,,House Drumm,,0,0,0,1,0,,,,,0,0,,0,0.0167224080267558,1
454,Denys Redwyne,,1,,,,,,House Redwyne,,0,0,0,1,0,,,,,0,0,,0,0.0735785953177257,1
455,Denyse Hightower,,0,,,,,,House Hightower,Desmond Redwyne,0,0,0,1,0,,,,1.0,1,0,,0,0.0735785953177257,1
456,Dhazzar,Cupbearer,0,Ghiscari,,,,,,,0,0,0,0,1,,,,,0,1,,0,0.0133779264214046,1
457,Dick Follard,,1,,,,,,Night's Watch,,0,0,1,0,0,,,,,0,0,,0,0.0301003344481605,0
458,Dickon Manwoody,,1,,,,,,House Manwoody,,0,0,1,1,0,,,,,0,0,,0,0.0267558528428093,1
459,Dobber,,1,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0.0267558528428093,0
460,Donnel Drumm,,1,Ironborn,,,,,House Drumm,,0,0,0,1,0,,,,,0,0,,0,0.0167224080267558,1
461,Donel Greyjoy,,1,Ironborn,,,,,House Greyjoy,,0,0,0,1,0,,,,,0,0,,0,0.060200668896321,1
462,Donella Hornwood,Hornwood,0,Northmen,249.0,,,,House Manderly,Halys Hornwood,0,1,0,0,1,,,,0.0,1,1,50.0,0,0.0969899665551839,0
463,Donnel Hill,,1,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0.0434782608695652,1
464,Donnis,,0,Northmen,,,,,House Stark,,1,0,0,0,0,,,,,0,0,,0,0.0066889632107023,1
465,Donyse,Septa,0,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0.0,1
466,Dorcas,,0,,,,,,House Lannister,,0,0,0,1,0,,,,,0,0,,0,0.020066889632107,1
467,Dornish Dilly,,0,,,,,,Night's Watch,,0,0,1,0,0,,,,,0,0,,0,0.0033444816053511,0
468,Dorren Stark,,1,Northmen,,,,,,,0,1,0,0,0,,,,,0,0,,0,0.0133779264214046,1
469,Draqaz,Cupbearer,0,Ghiscari,,,,,,,0,0,0,0,1,,,,,0,1,,0,0.0167224080267558,1
470,Drennan,,1,Ironborn,,,,,House Greyjoy,,0,1,0,0,0,,,,,0,0,,0,0.0133779264214046,0
471,Dudley,Ser,1,,,,,,,,0,0,1,0,0,,,,,0,1,,0,0.0,1
472,Dryn,,1,Free Folk,,,,,,,0,0,1,1,1,,,,,0,0,,0,0.0167224080267558,1
473,Dunaver,Ser,0,,,,,,House Lannister,,0,1,0,0,0,,,,,0,1,,0,0.0066889632107023,1
474,Durran,,1,First Men,,,,Durran the Devout,,,0,0,0,0,0,,,1.0,,0,0,,0,0.0434782608695652,1
475,Dyah,,0,Free Folk,,,,,,Craster,0,0,1,1,0,,,,0.0,1,0,,0,0.0167224080267558,1
476,Dykk Harlaw,,1,,,,,,House Harlaw,,0,1,0,0,0,,,,,0,0,,0,0.0100334448160535,0
477,Easy,,1,,,,,,Night's Watch,,0,0,1,0,0,,,,,0,0,,0,0.0033444816053511,0
478,Duncan Targaryen,Prince of Dragonstone,1,,220.0,,,,House Targaryen,Jenny of Oldstones,0,0,1,1,1,,,,1.0,1,1,39.0,6,0.140468227424749,0
479,Edgerran Oakheart,Lord,1,,,,,,House Oakheart,,0,0,0,1,0,,,,,0,1,,0,0.0066889632107023,1
480,Eden Risley,Ser,1,,,,,,House Risley,,0,0,0,0,0,,,,,0,1,,0,0.0033444816053511,1
481,Edmund Ambrose,Ser,0,,,,,,House Ambrose,,0,0,0,1,0,,,,,0,1,,0,0.0234113712374581,1
482,Edwyn Osgrey,Ser,1,,,,,,House Osgrey,,0,0,0,0,0,,,,,0,1,,0,0.020066889632107,0
483,Eggon,,1,,,,,,House Clegane,,0,1,0,0,0,,,,,0,0,,0,0.0133779264214046,1
484,Eglantine,Septa,0,,,,,,Faith of the Seven,,0,0,0,1,0,,,,,0,0,,0,0.0066889632107023,1
485,Egon Emeros,,0,Qartheen,,,,,Pureborn,,0,1,0,0,1,,,,,0,0,,0,0.0133779264214046,1
486,Eldiss,,1,Ironborn,,,,,,,0,1,0,0,0,,,,,0,0,,0,0.0133779264214046,1
487,Eldred Codd,,1,Ironborn,,,,,House Codd,,0,0,0,1,0,,,,,0,0,,0,0.0167224080267558,1
488,Elaena Targaryen,Princess,0,Valyrian,150.0,,,,House Targaryen,Ossifer Plumm,0,0,0,0,0,,,,0.0,1,1,70.0,7,0.137123745819397,0
489,Elys Westerling,Ser,0,,,,,,House Westerling,,0,0,1,0,0,,,,,0,1,,0,0.0133779264214046,1
490,Elyas Willum,,1,,,,,,House Willum,,0,1,0,0,0,,,,,0,0,,0,0.0133779264214046,1
491,Elza,,0,Meereenese,,,,,House of Galare,,0,0,0,0,1,,,,,0,0,,0,0.0100334448160535,0
492,Emma,,0,,260.0,,,,,,0,0,0,1,0,,,,,0,0,45.0,0,0.0167224080267558,1
493,Elys Waynwood,Ser,0,,,,,,House Waynwood,Alys Arryn,0,0,0,1,0,,,,1.0,1,1,,0,0.0702341137123745,1
494,Emrick,,1,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0.0434782608695652,1
495,Endehar,,0,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0.0,1
496,Emphyria Vance,,0,,,,,,House Vance of Wayfarer's Rest,,0,0,0,1,0,,,,,0,0,,0,0.0167224080267558,1
497,Enger,,0,,,,,,House Tully,,0,1,0,0,0,,,,,0,0,,0,0.0,1
498,Erik Ironmaker,Lord Steward of the Iron Islands,1,Ironborn,211.0,,,,House Ironmaker,Asha Greyjoy,0,0,0,1,1,,,,1.0,1,1,94.0,0,0.0501672240802675,1
499,Erreck,Maester,1,,,,,,,,0,0,1,0,0,,,,,0,1,,0,0.0033444816053511,1
500,Erreg,King,0,Andal,,,,,,,0,0,1,0,0,,,,,0,1,,0,0.0167224080267558,1
501,Errok,,1,Free Folk,,,,,,,0,0,1,1,0,,,,,0,0,,0,0.0066889632107023,1
502,Erryk (guard),,0,,,,,,House Tyrell,,0,0,0,0,0,,,,,0,0,,0,0.0,1
503,Esgred,,1,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0.0,1
504,Eustace (Braavos),Septon,0,,,,,,Faith of the Seven,,0,0,0,1,0,,,,,0,0,,0,0.0100334448160535,1
505,Eustace (Dance of the Dragons),Septon,1,,,,,,Faith of the Seven,,0,0,0,0,0,,,,,0,0,,0,0.0367892976588628,1
506,Ezzara,Blue Grace,0,Ghiscari,,,,,,,0,0,0,0,1,,,,,0,1,,0,0.0066889632107023,1
507,Euron Greyjoy,,1,Ironborn,,Lady of House Sunderly,Quellon Greyjoy,,,,0,0,0,0,0,1.0,0.0,,,0,0,,4,0.739130434782608,1
508,Ezzelyno,Red Priest,0,Braavosi,,,,,R'hllor,,0,0,0,1,0,,,,,0,1,,0,0.0133779264214046,1
509,Fern,,0,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0.0066889632107023,1
510,Ferny,,0,Free Folk,,,,,,Craster,0,0,1,1,0,,,,0.0,1,0,,0,0.0167224080267558,1
511,Ferret,,0,,,,,,,,0,0,0,0,0,,,,,0,0,,0,0.0033444816053511,1
512,Fogo,Khalakka,1,Dothraki,,,,,,,1,0,0,0,0,,,,,0,1,,0,0.020066889632107,0
513,Fornio,,1,,,,,,Night's Watch,,0,0,1,0,0,,,,,0,0,,0,0.0100334448160535,1
514,Fralegg,,1,Ironborn,,,,,,,0,0,0,1,0,,,,,0,0,,0,0.0066889632107023,1
515,Frenya,,1,Free Folk,,,,,,,0,0,0,0,1,,,,,0,0,,0,0.0434782608695652,0
516,Frynne,,0,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0.0,1
517,Gage,,0,,,,,,House Stark,,1,1,1,0,0,,,,,0,0,,0,0.0334448160535117,1
518,Galladon of Morne,Ser,1,,,,,,,,0,0,0,0,0,,,,,0,1,,0,0.0,1
519,Gallard,Archmaester,0,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0.0100334448160535,1
520,Galt,,0,Vale mountain clans,,,,,Stone Crows,,0,1,0,1,0,,,,,0,0,,0,0.0033444816053511,1
521,Galtry the Green,Ser,1,,,,,,,,0,0,0,0,0,,,,,0,1,,0,0.0133779264214046,1
522,Galyeon of Cuy,,1,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0.0066889632107023,1
523,Gareth the Grey,Ser,1,,,,,,,,0,0,0,0,0,,,,,0,1,,0,0.0033444816053511,1
524,Garigus,Wisdom,1,,,,,,Alchemists' Guild,,0,0,1,0,0,,,,,0,1,,0,0.020066889632107,1
525,Garizon,Archmaester,0,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0.0066889632107023,1
526,Gariss,,1,,,,,,House Stark,,0,1,0,0,0,,,,,0,0,,0,0.0,1
527,Garrett Paege,,1,,,,,,House Paege,,0,0,0,1,1,,,,,0,0,,0,0.0133779264214046,1
528,Garth XII Gardener,,0,,,,,,,,0,0,0,0,0,,,,,0,0,,0,0.0133779264214046,1
529,Garth of Oldtown,,0,,,,,,Night's Watch,,0,0,1,0,0,,,,,0,0,,0,0.020066889632107,0
530,Gascoyne,Ser,0,,,,,,House Martell,,0,0,0,1,1,,,,,0,1,,0,0.0133779264214046,1
531,Gavin,,0,Free Folk,,,,,,,0,0,0,0,1,,,,,0,0,,0,0.0066889632107023,1
532,Gelmarr,,1,,,,,,House Greyjoy,,0,1,0,0,1,,,,,0,0,,0,0.0267558528428093,0
533,Gerren,,0,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0.0167224080267558,1
534,Gerold Lannister,Casterly Rock,1,Westerman,,,,,House Lannister,Alysanne Farman,0,0,0,0,0,,,,1.0,1,1,,0,0.0869565217391304,0
535,Ghael,Lord,1,Astapori,,,,,,,0,0,1,0,1,,,,,0,1,,0,0.0234113712374581,1
536,Gillam,Brother,1,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0.0100334448160535,1
537,Gladden Wylde,Ser,1,,,,,,House Wylde,,1,0,0,0,0,,,,,0,1,,0,0.0167224080267558,0
538,Glendon Flowers,Ser,1,,196.0,,,,,,0,0,0,0,0,,,,,0,1,100.0,0,0.0802675585284281,0
539,Goady,,0,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0.0167224080267558,1
540,Godwyn,,1,,,,,,House Lannister,,1,0,0,0,0,,,,,0,0,,0,0.0,1
541,Gormond Drumm,,1,Ironborn,,,,,House Drumm,,0,0,0,1,0,,,,,0,0,,0,0.0066889632107023,1
542,Gowen Baratheon,,1,,,,,,House Baratheon,Tya Lannister,1,0,0,0,0,,,,1.0,1,0,,0,0.0167224080267558,1
543,Grance Morrigen,Ser,1,,,,,,House Morrigen,,0,0,0,0,0,,,,,0,1,,0,0.0100334448160535,1
544,Grazdan,Good Master,1,Astapori,,,,,,,0,0,1,0,0,,,,,0,1,,0,0.0133779264214046,0
545,Grazdan zo Galare,,1,Meereenese,,,,,House of Galare,,0,0,0,0,1,,,,,0,0,,0,0.020066889632107,1
546,Green Gergen,,1,,,,,,,,0,0,0,0,0,,,,,0,0,,0,0.0,1
547,Great Walrus,,1,Free Folk,,,,,,,0,0,0,0,1,,,,,0,0,,0,0.0133779264214046,1
548,Gretchel,,1,,,,,,House Arryn,,0,0,0,1,1,,,,,0,0,,0,0.0167224080267558,1
549,Grey King,,1,Ironborn,,,,,,,0,0,0,0,0,,,,,0,0,,0,0.0769230769230769,1
550,Griffin King,,1,First Men,,,,,,,0,0,0,0,0,,,,,0,0,,0,0.020066889632107,1
551,Grigg,,0,Free Folk,,,,,,,0,0,1,1,0,,,,,0,0,,0,0.0066889632107023,1
552,Grisel,,0,,,,,,House Baelish,,0,0,1,0,0,,,,,0,0,,0,0.0033444816053511,1
553,Grisella,,0,Free Folk,,,,,,,0,0,0,0,1,,,,,0,0,,0,0.0100334448160535,1
554,Gulian,Maester,0,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0.0033444816053511,1
555,Gulian Qorgyle,Ser,1,,,,,,House Qorgyle,,0,0,0,1,0,,,,,0,1,,0,0.0133779264214046,1
556,Gurn,,0,Vale mountain clans,,,,,Stone Crows,,1,0,0,0,0,,,,,0,0,,0,0.0033444816053511,1
557,Guyne,Archmaester,0,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0.0066889632107023,1
558,Gwayne Corbray,Ser,1,,,,,,House Corbray,,0,0,0,1,0,,,,,0,1,,0,0.0434782608695652,1
559,Gwayne Gaunt,Ser,0,,,,,,House Gaunt,,0,0,1,0,0,,,,,0,1,,0,0.0367892976588628,1
560,Gwin Goodbrother,,0,Ironborn,,,,,House Goodbrother,,0,0,0,1,0,,,,,0,0,,0,0.0267558528428093,1
561,Gyles,Ser,0,,,,,,Kingsguard,,0,0,0,1,0,,,,,0,1,,0,0.0033444816053511,1
562,Gyleno Dothare,,1,Braavosi,,,,,,,0,0,0,1,0,,,,,0,0,,0,0.0133779264214046,1
563,Gyles Farwynd,,1,Ironborn,,,,,House Farwynd of the Lonely Light,,0,0,0,1,0,,,,,0,0,,0,0.0100334448160535,1
564,Gwynesse Harlaw,,0,Ironborn,,,,,House Harlaw,,0,0,0,1,0,,,,,0,0,,0,0.0568561872909698,1
565,Gyles Grafton,,1,,,,,,House Grafton,,0,0,0,1,0,,,,,0,0,,0,0.0167224080267558,1
566,Gyloro Dothare,,1,Braavosi,,,,,,,0,0,0,1,0,,,,,0,0,,0,0.0133779264214046,1
567,Gyles III Gardener,,1,,,,,,,,0,0,0,0,0,,,,,0,0,,0,0.020066889632107,1
568,Gynir,,1,,,,,,House Greyjoy,,0,1,0,0,1,,,,,0,0,,0,0.0267558528428093,0
569,Haggon,,1,Free Folk,,,,,,,0,0,0,0,1,,,,,0,0,,0,0.020066889632107,1
570,Gysella Goodbrother,,0,Ironborn,,,,,House Goodbrother,,0,0,0,1,0,,,,,0,0,,0,0.0267558528428093,1
571,Hali,,0,Free Folk,,,,,,,1,0,0,0,0,,,,,0,0,,0,0.020066889632107,0
572,Haldon,,1,,,,,,House Targaryen,,0,0,0,0,1,,,,,0,0,,0,0.127090301003344,1
573,Harbert Paege,Ser,0,,,,,,House Paege,,0,0,0,0,0,,,,,0,1,,0,0.0133779264214046,1
574,Hamish the Harper,,0,,,,,,,,0,0,1,1,1,,,,,0,0,,0,0.020066889632107,0
575,Halys Hornwood,Hornwood,1,Northmen,,,,,House Hornwood,Donella Manderly,1,1,0,1,0,,,,1.0,1,1,,0,0.107023411371237,0
576,Harghaz,,1,Ghiscari,,,,,,,0,0,0,0,1,,,,,0,0,,0,0.0234113712374581,0
577,Hareth (Mole's Town),,1,,,,,,Night's Watch,,0,0,0,0,0,,,,,0,0,,0,0.0501672240802675,1
578,Harlan Grandison,Ser,1,,,,,,House Grandison,,0,0,1,0,0,,,,,0,1,,0,0.0167224080267558,0
579,Harle the Handsome,,1,Free Folk,,,,,,,0,0,0,0,1,,,,,0,0,,0,0.0133779264214046,1
580,Harle the Huntsman,,1,Free Folk,,,,,,,0,0,0,0,1,,,,,0,0,,0,0.0167224080267558,1
581,Harlon Botley,,1,Ironborn,,,,,House Botley,,0,0,0,1,0,,,,,0,0,,0,0.0468227424749163,1
582,Harmund Sharp,,1,Ironborn,,,,,House Sharp,,0,0,0,1,0,,,,,0,0,,0,0.0100334448160535,1
583,Harlon Greyjoy,,1,Ironborn,,,,,House Greyjoy,,0,0,0,1,0,,,,,0,0,,0,0.0635451505016722,1
584,Harodon,Archmaester,0,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0.0066889632107023,1
585,Harra,,0,,,,,,House Whent,,0,1,0,0,0,,,,,0,0,,0,0.0167224080267558,0
586,Harrag Sharp,,0,Ironborn,,,,,House Sharp,,0,1,0,0,0,,,,,0,0,,0,0.0167224080267558,0
587,Harrag Hoare,,1,Ironborn,,,,,,,0,0,0,0,0,,,,,0,0,,0,0.0267558528428093,1
588,Harren Half-Hoare,,1,Ironborn,,,,,,,0,0,0,1,1,,,,,0,0,,0,0.0167224080267558,1
589,Harren Botley,,0,Ironborn,,,,,House Botley,,0,0,0,1,0,,,,,0,0,,0,0.060200668896321,0
590,Harrold Osgrey,Ser,1,,,,,,House Osgrey,,0,0,0,0,0,,,,,0,1,,0,0.0234113712374581,1
591,Harry Sawyer,Ser,0,,,,,,House Sawyer,,0,0,0,1,0,,,,,0,1,,0,0.0167224080267558,1
592,Harsley,,1,,,,,,,,0,0,1,0,1,,,,,0,0,,0,0.0033444816053511,0
593,Harwyn Hoare,,1,,,,Qhorwyn Hoare,Halleck Hoare,,,0,0,0,0,0,,1.0,1.0,,0,0,,0,0.100334448160535,1
594,Hayhead,,1,Northmen,,,,,House Stark,,0,1,0,0,0,,,,,0,0,,0,0.0167224080267558,1
595,Hazrak zo Loraq,,1,Ghiscari,,,,,House of Loraq,,0,0,0,0,1,,,,,0,0,,0,0.0100334448160535,1
596,Harwyn Plumm,Ser,1,,,,,,House Plumm,,0,0,1,1,0,,,,,0,1,,0,0.0468227424749163,1
597,Helicent Uffering,,0,,171.0,,,,House Uffering,,0,0,0,0,0,,,,,0,0,100.0,0,0.0234113712374581,0
598,Helliweg,Maester,0,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0.0100334448160535,1
599,Helly,,0,,,,,,,,0,0,1,1,0,,,,,0,0,,0,0.0133779264214046,1
600,Helya,,0,,,,,,House Greyjoy,,0,1,1,1,0,,,,,0,0,,0,0.0167224080267558,1
601,Henk,,1,Free Folk,,,,,,,0,0,1,1,0,,,,,0,0,,0,0.0066889632107023,1
602,Henly (House Ashford),,0,,,,,,House Ashford,,0,0,0,0,0,,,,,0,0,,0,0.0066889632107023,1
603,Herbert Bolling,Ser,0,,,,,,House Bolling,,0,0,0,1,0,,,,,0,1,,0,0.0100334448160535,1
604,Hendry Bracken,,0,,,,,,House Bracken,,0,1,0,0,0,,,,,0,0,,0,0.040133779264214,0
605,Heward,,0,northmen,,,,,House Stark,,1,0,0,0,0,,,,,0,0,,0,0.020066889632107,0
606,Hibald,,1,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0.0133779264214046,1
607,Hilmar Drumm,,1,Ironborn,,,,,House Drumm,,0,0,0,1,0,,,,,0,0,,0,0.0066889632107023,1
608,Hod,,1,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0.0033444816053511,1
609,Hoke,,0,,,,,,House Lannister,,0,0,0,1,0,,,,,0,0,,0,0.0100334448160535,1
610,Holger,,0,Vale mountain clans,,,,,Stone Crows,,0,1,0,0,0,,,,,0,0,,0,0.0033444816053511,1
611,Hop-Robin,,1,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0.0334448160535117,1
612,Hugh Beesbury,Ser,0,,,,,,House Beesbury,,0,0,0,1,0,,,,,0,1,,0,0.0133779264214046,1
613,Humfrey Clifton,Ser,1,,,,,,House Clifton,,0,0,0,0,1,,,,,0,1,,0,0.0133779264214046,1
614,Hunnimore,Maester,0,,,,,,,,0,0,0,0,0,,,,,0,1,,0,0.0,1
615,Husband,,1,,,,,,,Sharna,0,0,1,1,0,,,,1.0,1,0,,0,0.0434782608695652,1
616,Illifer,Ser,1,,240.0,,,,,,0,0,0,1,0,,,,,0,1,65.0,0,0.040133779264214,1
617,Ironbelly,,1,,,,,,,,0,1,1,0,0,,,,,0,0,,0,0.0100334448160535,1
618,Jaehaerys Targaryen (son of Aegon II),Prince,1,,123.0,,,,House Targaryen,,0,0,0,0,0,,,,,0,1,6.0,0,0.187290969899665,0
619,Jaehaera Targaryen,PrincessQueen,0,Valyrian,123.0,,,,House Targaryen,Aegon III Targaryen,0,0,0,0,0,,,,0.0,1,1,10.0,0,0.280936454849498,0
620,Jaggot,,0,Vale mountain clans,,,,,Stone Crows,,1,0,0,0,0,,,,,0,0,,0,0.0,1
621,Jaehaerys II Targaryen,,1,,,Betha Blackwood,Aegon V Targaryen,Aerys II Targaryen,,,0,0,0,0,0,1.0,0.0,0.0,,0,0,,0,0.494983277591973,0
622,Jaime Frey,,1,,299.0,,,,House Frey,,0,0,0,1,0,,,,,0,0,6.0,0,0.127090301003344,1
623,Jaehaerys I Targaryen,,1,,,Alyssa Velaryon,Aenys I Targaryen,Aemon Targaryen,,,0,0,0,0,0,1.0,0.0,1.0,,0,0,,5,0.65886287625418,0
624,Jate,,0,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0.0,0
625,Jate Blackberry,,1,,,,,,House Blackberry,,0,0,1,0,0,,,,,0,0,,0,0.0100334448160535,1
626,Jasper Waynwood,,1,,,,,,House Waynwood,,0,0,0,1,0,,,,,0,0,,0,0.0568561872909698,1
627,Jayde,,0,,,,,,Chataya's brothel,,0,0,1,0,0,,,,,0,0,,0,0.020066889632107,1
628,Jeffory Norcross,Ser,1,,,,,,House Norcross,,0,0,0,1,0,,,,,0,1,,0,0.0066889632107023,1
629,Jeffory Mallister,,1,,,,,,House Mallister,,0,1,0,0,0,,,,,0,0,,0,0.020066889632107,1
630,Jayne Bracken,,0,,,,,,House Bracken,,0,0,0,0,1,,,,,0,0,,0,0.0301003344481605,1
631,Squinty Jeyne,,0,,,,,,House Osgrey,,0,0,0,0,0,,,,,0,0,,0,0.0066889632107023,1
632,Jeyne Fossoway,,0,,,,,,House Fossoway of New Barrel,Gunthor Hightower,0,0,0,1,0,,,,1.0,1,0,,0,0.0535117056856187,1
633,Jeyne Heddle,,0,,281.0,,,,Brotherhood Without Banners,,0,0,0,1,0,,,,,0,0,24.0,0,0.0334448160535117,1
634,Jeyne Swann,,0,,,,,,House Swann,,0,0,1,0,0,,,,,0,0,,0,0.0167224080267558,1
635,Jeyne Westerling (wife of Maegor I),QueenBlack Bride,0,,27.0,,,,House Westerling,Alyn Tarbeck,0,0,1,0,0,,,,1.0,1,1,20.0,0,0.110367892976588,0
636,Jeyne Waters,,1,Westeros,171.0,,,,,,0,0,0,0,0,,,,,0,0,100.0,0,0.0735785953177257,0
637,Jeyne Westerling,Winterfell,0,Westermen,283.0,,,,House Westerling,Robb Stark,0,0,1,1,0,,,,0.0,1,1,22.0,0,0.424749163879598,1
638,Jocelyn Swyft,,0,,,,,,House Swyft,,0,0,0,1,1,,,,,0,0,,0,0.0167224080267558,1
639,Jodge,,1,,,,,,House Lannister,,0,1,0,0,0,,,,,0,0,,0,0.0033444816053511,1
640,Joanna Swyft,,0,,,,,,House Swyft,,0,0,1,1,0,,,,,0,0,,0,0.0234113712374581,1
641,Joanna Lannister,Casterly Rock,0,Westerman,245.0,,,,House Lannister,Tywin Lannister,1,1,1,1,1,,,,0.0,1,1,28.0,5,0.23076923076923,0
642,Johanna Swann,,0,,,,,,House Swann,,0,0,0,0,0,,,,,0,0,,0,0.020066889632107,1
643,Jommo,Khal,1,Dothraki,,,,,,,1,0,0,1,0,,,,,0,0,,0,0.0100334448160535,1
644,Jommy,,1,,,,,,House Baratheon,,0,1,0,0,0,,,,,0,0,,0,0.0033444816053511,1
645,Jon Cupps,Ser,1,,,,,,House Cupps,Leyla Hightower,0,0,0,1,0,,,,1.0,1,1,,0,0.0501672240802675,1
646,Jon Heddle,Ser,1,,,,,,House Heddle,,0,0,0,1,0,,,,,0,1,,0,0.0066889632107023,1
647,Jon Hollard,Ser,1,,,,,,House Hollard,,0,0,0,1,0,,,,,0,1,,0,0.0267558528428093,1
648,Jon Penny,,0,,,,,,House Penny,,0,0,0,1,0,,,,,0,0,,0,0.0066889632107023,1
649,Jon Penrose,Ser,1,,,,,,House Penrose,,0,0,0,0,0,,,,,0,1,,0,0.0167224080267558,1
650,Jon Pox,,1,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0.0167224080267558,1
651,Jon Vance,Maester,1,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0.0234113712374581,1
652,Jon Umber (Smalljon),,1,Northmen,,,,,House Umber,,1,1,1,1,1,,,,,0,0,,0,0.0702341137123745,0
653,Jon Umber (Greatjon),Last Hearth,1,Northmen,,,,,House Umber,,1,1,1,1,1,,,,,0,1,,0,0.183946488294314,1
654,Jon Waters,Ser,1,,171.0,,,,,,0,0,0,1,0,,,,,0,1,100.0,0,0.0769230769230769,0
655,Jorquen,Septon,1,,,,,,Night's Watch,,0,0,0,1,0,,,,,0,0,,0,0.0033444816053511,1
656,Jorgen,,1,,,,,,House Webber,,0,0,0,0,0,,,,,0,0,,0,0.0,1
657,Joseran,Maester,0,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0.0033444816053511,1
658,Joseth,,1,,,,,,House Stark,,1,1,0,0,0,,,,,0,0,,0,0.0301003344481605,1
659,Joseth Mallister,Ser,0,,,,,,House Mallister,,0,0,0,0,0,,,,,0,1,,0,0.0133779264214046,1
660,Joss,,1,,,,,,,,1,0,0,0,0,,,,,0,0,,0,0.0033444816053511,1
661,Joss the Gloom,,0,Braavosi,,,,,,,0,0,0,1,0,,,,,0,0,,0,0.0100334448160535,1
662,Joth Quickbow,,0,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0.0,1
663,Josua Willum,,1,,,,,,House Willum,,0,1,0,0,0,,,,,0,0,,0,0.0133779264214046,1
664,Jurne,Maester,0,,,,,,,,0,1,1,1,0,,,,,0,1,,0,0.0133779264214046,1
665,Jothos Slynt,,1,,,,,,House Slynt,,0,0,1,0,0,,,,,0,0,,0,0.0234113712374581,1
666,Jyck,,1,,,,,,House Lannister,,1,0,0,0,0,,,,,0,0,,0,0.0301003344481605,0
667,Jyzene,,0,,,,,,,,0,0,1,1,0,,,,,0,0,,0,0.0133779264214046,1
668,Kegs,,1,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0.0167224080267558,1
669,Kella,,0,,,,,,House Baelish,,0,0,1,0,0,,,,,0,0,,0,0.0033444816053511,1
670,Kemmett Pyke,,0,Ironborn,,,,,,,0,0,0,1,1,,,,,0,0,,0,0.0100334448160535,1
671,Kenned,,0,Ironborn,,,,,,,0,1,0,0,0,,,,,0,0,,0,0.0066889632107023,0
672,Ketter,,0,,,,,,Night's Watch,,1,0,0,0,0,,,,,0,0,,0,0.0,1
673,Kirby Pimm,Ser,1,,,,,,,,0,0,0,0,0,,,,,0,1,,0,0.0,1
674,Kojja Mo,,0,Summer Isles,,,,,,,0,0,0,1,0,,,,,0,0,,0,0.0167224080267558,1
675,Kirth Vance,,1,,,,,,House Vance of Atranta,,0,0,1,1,0,,,,,0,0,,0,0.0267558528428093,1
676,Koss,,1,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0.0367892976588628,0
677,Kromm,,0,ironborn,,,,,House Greyjoy,,0,1,0,0,0,,,,,0,0,,0,0.0066889632107023,0
678,Kurz,,1,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0.0367892976588628,0
679,Kyle,Ser,1,,,,,,,,0,0,0,0,0,,,,,0,1,,0,0.0267558528428093,1
680,Kyle (brotherhood),,0,,,,,,Brotherhood without banners,,0,0,0,0,0,,,,,0,0,,0,0.0,0
681,Kyle Royce,,1,,,,,,House Royce,,0,1,0,0,0,,,,,0,0,,0,0.020066889632107,1
682,Kyleg,,0,Free Folk,,,,,,,0,0,0,0,1,,,,,0,0,,0,0.0100334448160535,1
683,Kym,Maester,0,,,,,,,,0,1,0,0,0,,,,,0,1,,0,0.0,1
684,Lamprey,,1,,,,,,House Baratheon of Dragonstone,,0,0,1,0,0,,,,,0,0,,0,0.0100334448160535,1
685,Lancel V Lannister,,0,,,,,,,,0,0,0,0,0,,,,,0,0,,0,0.020066889632107,1
686,Lanna,,0,,285.0,,,,,,0,0,1,1,0,,,,,0,0,20.0,0,0.020066889632107,1
